length,special_char_count,entropy,keyword_count,label
13,0,3.7004397181410926,0,0
26,0,4.469670487371862,0,0
34,1,4.594672032363179,0,0
28,0,3.624518654958899,0,0
17,0,3.9698157824268105,0,0
35,0,4.6505719454545815,0,0
30,0,4.3735572622751855,0,0
12,1,3.584962500721156,0,0
42,1,4.76459056619304,0,0
48,1,4.944235677759417,0,0
6,1,2.584962500721156,0,0
28,0,3.624518654958899,0,0
17,0,3.5724694587701356,0,0
43,0,4.757546440698296,0,0
22,0,4.095795255000934,0,0
45,4,4.324534762707879,0,0
39,0,4.78515157772566,0,0
9,0,3.1699250014423126,0,0
13,0,3.546593564294939,0,0
19,2,2.820589856666546,0,0
43,0,4.926037429020076,0,0
25,1,4.293660689688186,0,0
20,2,3.684183719779189,0,0
32,0,4.601409765557392,0,0
11,0,3.459431618637298,0,0
28,2,4.2359263506290326,0,0
35,6,4.2430101595548555,0,0
14,0,3.6644977792004614,0,0
11,0,3.459431618637298,0,0
19,2,2.820589856666546,0,0
6,0,2.584962500721156,0,0
19,0,3.4316235658474312,0,0
23,1,4.1757358691004915,0,0
35,0,4.843568731230681,0,0
16,0,3.75,0,0
42,1,4.850534387012964,0,0
19,2,2.820589856666546,0,0
20,0,4.1219280948873624,0,0
19,2,2.820589856666546,0,0
19,0,3.4316235658474312,0,0
7,0,2.8073549220576037,0,0
30,0,4.548394345536403,0,0
24,1,4.334962500721156,0,0
43,0,4.757546440698296,0,0
18,1,3.9477027792200903,0,0
35,6,4.2430101595548555,0,0
11,0,3.459431618637298,0,0
27,0,4.384517131793098,0,0
45,1,4.819305040629889,0,0
23,0,4.2626923908396215,0,0
28,0,4.521640636343318,0,0
10,0,3.3219280948873626,0,0
5,0,2.3219280948873626,0,0
48,1,5.095175521464345,0,0
20,2,3.684183719779189,0,0
19,0,3.4316235658474312,0,0
17,0,3.499227547132693,0,0
5,0,2.3219280948873626,0,0
40,0,4.803055907333276,0,0
35,2,4.6505719454545815,0,0
7,0,2.8073549220576037,0,0
40,1,4.921928094887362,0,0
36,0,4.7600670152711055,0,0
11,1,3.459431618637298,0,0
18,0,3.9477027792200903,0,0
28,0,3.624518654958899,0,0
29,0,4.375222374437917,0,0
14,0,3.6644977792004614,0,0
17,0,3.5724694587701356,0,0
22,0,4.277613436819116,0,0
46,0,4.805745651521059,0,0
19,2,2.820589856666546,0,0
19,0,3.4316235658474312,0,0
10,0,3.3219280948873626,0,0
33,0,4.741363816328151,0,0
24,0,4.16829583405449,0,0
10,0,3.3219280948873626,0,0
39,0,4.855789718806775,0,0
19,0,3.6818808028034034,0,0
16,0,4.0,0,0
48,1,5.110902344426084,0,0
20,0,4.221928094887362,0,0
17,0,3.5724694587701356,0,0
30,0,4.41506101220307,0,0
11,0,3.0957952550009344,0,0
10,0,3.1219280948873624,0,0
34,0,4.734521664779752,0,0
34,0,4.550266885177093,0,0
34,0,4.712319091186709,0,0
6,0,2.2516291673878226,0,0
44,2,5.078638720860855,0,0
35,6,4.2430101595548555,0,0
17,0,3.5724694587701356,0,0
14,0,3.807354922057604,0,0
25,0,4.403856189774724,0,0
45,0,4.774860596185444,0,0
11,0,3.277613436819116,0,0
44,1,5.050340709546388,0,0
60,4,4.818820387022781,0,0
33,0,4.718488437474712,0,0
16,1,3.875,0,0
16,0,3.75,0,0
45,4,4.324534762707879,0,0
17,0,3.5724694587701356,0,0
26,0,4.238901256602631,0,0
16,0,3.577819531114783,0,0
44,0,4.92511855035714,0,0
16,0,4.0,0,0
16,0,3.577819531114783,0,0
20,0,4.021928094887363,0,0
17,0,3.5724694587701356,0,0
14,0,3.807354922057604,0,0
35,6,4.2430101595548555,0,0
16,1,3.875,0,0
32,0,4.476409765557392,0,0
16,0,3.875,0,0
33,0,4.6201516951160295,0,0
17,0,3.9698157824268105,0,0
35,0,4.536286231168867,0,0
11,0,3.0957952550009344,0,0
6,0,2.584962500721156,0,0
28,0,3.624518654958899,0,0
28,0,3.624518654958899,0,0
20,0,3.8219280948873626,0,0
33,0,4.718488437474712,0,0
32,1,4.663909765557392,0,0
10,0,3.1219280948873624,0,0
38,1,4.826874881864638,0,0
24,0,4.41829583405449,0,0
18,0,3.683542362433231,0,0
19,0,3.4316235658474312,0,0
41,0,4.948896211882389,0,0
42,0,4.945772482251059,0,0
24,1,4.41829583405449,0,0
23,0,4.00182282562223,0,0
29,1,4.39212668463354,0,0
18,2,3.6143694458867572,0,0
44,0,4.851365993588128,0,0
12,1,3.4182958340544896,0,0
14,0,3.6644977792004614,0,0
23,0,4.055958151615123,0,0
28,0,3.624518654958899,0,0
24,0,4.303508854797679,0,0
33,1,4.597276316262591,0,0
60,4,4.818820387022781,0,0
32,1,4.476409765557392,0,0
37,0,4.844324311457951,0,0
23,1,4.1429146733542535,0,0
17,0,3.5724694587701356,0,0
20,0,3.8219280948873626,0,0
15,0,3.906890595608519,0,0
9,0,3.1699250014423126,0,0
19,0,3.4316235658474312,0,0
9,0,2.9477027792200903,0,0
35,6,4.2430101595548555,0,0
9,0,2.4193819456463714,0,0
6,0,2.584962500721156,0,0
49,2,4.792982037860302,0,0
17,0,3.5724694587701356,0,0
49,0,5.216551170557516,0,0
43,2,4.675923766179065,0,0
20,0,3.8219280948873626,0,0
14,0,3.6644977792004614,0,0
34,0,4.454822399946607,0,0
12,0,3.4182958340544896,0,0
31,0,4.567099536193327,0,0
23,1,4.2626923908396215,0,0
26,0,4.392747410448785,0,0
9,0,2.9477027792200903,0,0
22,1,4.061482186720776,0,0
6,1,2.584962500721156,0,0
41,0,4.753774260662877,0,0
23,1,4.2626923908396215,0,0
13,0,3.180832987205441,0,0
8,0,2.75,0,0
20,2,3.684183719779189,0,0
45,4,4.324534762707879,0,0
28,0,3.624518654958899,0,0
34,0,4.572469458770136,0,0
48,0,4.829448698502606,0,0
45,4,4.324534762707879,0,0
17,1,3.852168723603281,0,0
19,2,2.820589856666546,0,0
45,4,4.324534762707879,0,0
20,0,3.8219280948873626,0,0
35,6,4.2430101595548555,0,0
16,1,3.875,0,0
48,1,4.886842188131012,0,0
35,6,4.2430101595548555,0,0
35,2,4.7077148025974385,0,0
8,0,2.75,0,0
6,0,2.2516291673878226,0,0
38,0,4.932138039759375,0,0
25,0,4.403856189774724,0,0
21,1,4.106603137064474,0,0
32,0,4.601409765557392,0,0
7,0,2.8073549220576037,0,0
29,0,4.789015477886193,0,0
20,0,3.8219280948873626,0,0
42,0,4.689703732199548,0,0
49,3,4.956247343982751,0,0
5,0,1.9219280948873625,0,0
40,0,4.5653115322251026,0,0
44,1,4.629219686524097,0,0
34,0,4.373796296941799,0,0
10,0,3.3219280948873626,0,0
42,1,4.8208888513501895,0,0
35,6,4.2430101595548555,0,0
36,0,4.836591668108979,0,0
60,4,4.818820387022781,0,0
41,0,5.162430053398571,0,0
15,0,3.640223928941852,0,0
43,1,5.036616208140156,0,0
20,2,3.684183719779189,0,0
44,3,4.788754913993503,0,0
46,1,4.898455706009981,0,0
60,4,4.818820387022781,0,0
28,0,4.4946803684089085,0,0
16,1,3.875,0,0
11,0,3.459431618637298,0,0
39,0,5.028991962451992,0,0
32,1,4.429229296672175,0,0
35,6,4.2430101595548555,0,0
45,4,4.324534762707879,0,0
17,0,3.5724694587701356,0,0
46,4,4.795088586397732,0,0
10,0,3.1219280948873624,0,0
20,2,3.684183719779189,0,0
13,0,3.546593564294939,0,0
60,4,4.818820387022781,0,0
29,0,4.513153408920676,0,0
19,2,2.820589856666546,0,0
29,1,4.651084443403435,0,0
38,2,4.8795064608120065,0,0
41,1,4.900115724077511,0,0
13,0,3.7004397181410926,0,0
11,0,3.459431618637298,0,0
19,2,2.820589856666546,0,0
16,1,3.875,0,0
19,0,3.4316235658474312,0,0
25,0,4.453660689688185,0,0
28,0,4.56610893983748,0,0
35,6,4.2430101595548555,0,0
35,6,4.2430101595548555,0,0
28,0,3.624518654958899,0,0
10,1,3.1219280948873624,0,0
18,0,3.836591668108979,0,0
35,6,4.2430101595548555,0,0
36,0,4.537844793048883,0,0
16,1,3.875,0,0
28,0,4.378783493486175,0,0
35,6,4.2430101595548555,0,0
24,1,4.16829583405449,0,0
27,0,4.384517131793098,0,0
42,0,4.802915339393916,0,0
32,0,4.538909765557392,0,0
20,0,4.221928094887362,0,0
39,1,4.855789718806775,0,0
19,0,3.4316235658474312,0,0
35,6,4.2430101595548555,0,0
20,0,3.8219280948873626,0,0
16,1,3.875,0,0
11,0,3.459431618637298,0,0
12,0,3.2516291673878226,0,0
41,1,4.9976766996872675,0,0
19,0,4.037401197654112,0,0
31,1,4.631615665225585,0,0
30,0,4.506890595608519,0,0
26,1,4.546593564294938,0,0
40,0,4.903055907333275,0,0
17,0,3.5724694587701356,0,0
33,1,4.47606419505047,0,0
37,0,4.918780730435342,0,0
33,1,4.453188816197032,0,0
38,0,4.701746263386652,0,0
42,1,4.755296291774869,0,0
36,0,4.627986806877676,0,0
44,1,4.81705292530797,0,0
45,4,4.324534762707879,0,0
20,2,3.684183719779189,0,0
48,0,4.996115365169273,0,0
22,0,4.186704345910025,0,0
26,0,4.238901256602631,0,0
14,1,3.6644977792004614,0,0
30,0,4.41506101220307,0,0
10,0,3.1219280948873624,0,0
41,0,4.704993772857999,0,0
31,0,4.607264455478377,0,0
19,2,2.820589856666546,0,0
16,0,3.577819531114783,0,0
41,0,4.900115724077511,0,0
45,0,4.819305040629888,0,0
32,0,4.75,0,0
19,0,3.4316235658474312,0,0
27,0,4.504706483564822,0,0
21,0,4.106603137064474,0,0
14,0,3.6644977792004614,0,0
27,1,4.106377316818026,0,0
25,1,4.483856189774724,0,0
16,0,3.875,0,0
16,0,3.577819531114783,0,0
25,0,4.563856189774724,0,0
41,1,4.765730967874415,0,0
10,1,3.3219280948873626,0,0
45,4,4.324534762707879,0,0
32,0,4.538909765557392,0,0
16,0,4.0,0,0
47,0,5.011827681372809,0,0
19,0,3.4316235658474312,0,0
45,4,4.324534762707879,0,0
49,2,5.272773364479219,0,0
16,1,3.875,0,0
60,4,4.818820387022781,0,0
29,0,4.487122805397798,0,0
31,0,4.696131794257843,0,0
5,0,2.3219280948873626,0,0
16,0,3.577819531114783,0,0
37,0,4.8851290413046256,0,0
30,1,4.41506101220307,0,0
35,0,4.550292659616669,0,0
15,0,3.640223928941852,0,0
46,0,4.898455706009981,0,0
45,1,5.002964207440786,0,0
16,0,3.577819531114783,0,0
34,1,4.572469458770136,0,0
21,0,4.20184123230257,0,0
24,0,4.16829583405449,0,0
44,1,4.7544418457133455,0,0
35,0,4.557854445516395,0,0
37,0,4.496898555450564,0,0
13,1,3.238901256602631,0,0
26,0,4.392747410448785,0,0
30,1,4.506890595608519,0,0
17,0,3.852168723603281,0,0
22,1,4.061482186720776,0,0
46,0,4.784431521274405,0,0
5,0,2.3219280948873626,0,0
32,0,4.452819531114783,0,0
45,4,4.324534762707879,0,0
42,0,4.784941827437644,0,0
31,0,4.478232197413861,0,0
35,6,4.2430101595548555,0,0
41,1,4.967308102179059,0,0
19,2,2.820589856666546,0,0
45,4,4.324534762707879,0,0
28,0,3.624518654958899,0,0
6,0,2.584962500721156,0,0
22,1,4.186704345910025,0,0
17,1,3.9698157824268105,0,0
45,4,4.324534762707879,0,0
16,1,3.875,0,0
8,0,3.0,0,0
10,0,3.3219280948873626,0,0
20,0,3.8219280948873626,0,0
45,4,4.324534762707879,0,0
33,0,4.801969876934211,0,0
14,0,3.6644977792004614,0,0
36,1,4.871178126382216,0,0
7,0,2.521640636343318,0,0
16,0,3.577819531114783,0,0
19,2,2.820589856666546,0,0
9,0,3.1699250014423126,0,0
32,1,4.538909765557392,0,0
6,0,2.584962500721156,0,0
12,0,3.4182958340544896,0,0
17,0,3.852168723603281,0,0
35,6,4.2430101595548555,0,0
28,0,3.624518654958899,0,0
34,0,4.653495561774944,0,0
42,1,4.993391529870107,0,0
47,0,4.857676351631606,0,0
20,0,4.021928094887363,0,0
31,0,4.413716068381603,0,0
27,0,4.504706483564822,0,0
37,1,4.75661856827318,0,0
28,0,3.624518654958899,0,0
19,0,3.9321380397593755,0,0
44,2,4.913977073182752,0,0
36,0,4.683542362433231,0,0
60,4,4.818820387022781,0,0
46,3,4.952591032002874,0,0
28,0,3.624518654958899,0,0
17,0,3.5724694587701356,0,0
17,1,3.9698157824268105,0,0
41,0,5.016088589983937,0,0
13,0,3.085055102756477,0,0
45,4,4.324534762707879,0,0
46,0,4.969001629875993,0,0
18,0,4.169925001442313,0,0
5,0,2.3219280948873626,0,0
29,0,4.444187891679296,0,0
29,0,4.513153408920676,0,0
22,2,4.095795255000934,0,0
19,0,3.4316235658474312,0,0
60,4,4.818820387022781,0,0
26,1,4.286790198827113,0,0
20,2,3.684183719779189,0,0
22,0,4.186704345910025,0,0
16,1,3.875,0,0
19,2,2.820589856666546,0,0
29,1,4.444187891679297,0,0
40,1,4.903055907333275,0,0
35,6,4.2430101595548555,0,0
28,0,3.624518654958899,0,0
20,0,3.8219280948873626,0,0
16,0,3.875,0,0
40,0,4.753055907333276,0,0
29,0,4.349191770915039,0,0
15,0,3.506890595608519,0,0
10,0,3.1219280948873624,0,0
27,0,4.356558335416674,0,0
41,1,4.735362370366207,0,0
31,0,4.195816471537619,0,0
17,0,3.5724694587701356,0,0
31,0,4.413716068381603,0,0
22,0,3.970573095811685,0,0
41,1,4.802554748467755,0,0
17,0,3.5724694587701356,0,0
7,0,2.8073549220576037,0,0
20,0,3.8219280948873626,0,0
34,0,4.653495561774944,0,0
27,0,4.356558335416674,0,0
24,0,4.334962500721156,0,0
13,0,3.7004397181410926,0,0
16,0,3.75,0,0
44,3,4.92511855035714,0,0
16,0,3.75,0,0
29,0,4.651084443403435,0,0
19,2,2.820589856666546,0,0
15,0,3.773557262275186,0,0
20,0,3.8219280948873626,0,0
31,1,4.760647923290101,0,0
47,0,5.011827681372809,0,0
39,1,4.7532256162426725,0,0
21,0,3.916126946588284,0,0
23,1,4.2626923908396215,0,0
42,0,4.737322779818595,0,0
34,0,4.771142620598473,0,0
15,0,3.773557262275186,0,0
45,4,4.324534762707879,0,0
9,0,3.1699250014423126,0,0
22,0,4.061482186720776,0,0
13,0,3.238901256602631,0,0
18,0,3.9477027792200903,0,0
28,0,3.624518654958899,0,0
14,0,3.807354922057604,0,0
20,2,3.684183719779189,0,0
45,2,4.997082818407666,0,0
19,2,2.820589856666546,0,0
10,0,3.1219280948873624,0,0
20,0,4.1219280948873624,0,0
43,0,4.815458649899996,0,0
47,1,4.985335926099691,0,0
6,0,2.584962500721156,0,0
19,0,3.4316235658474312,0,0
16,0,3.577819531114783,0,0
22,1,4.186704345910025,0,0
10,0,2.9219280948873623,0,0
13,1,3.546593564294939,0,0
16,0,3.577819531114783,0,0
21,1,4.392317422778761,0,0
17,0,3.5724694587701356,0,0
33,1,4.597276316262591,0,0
6,0,2.584962500721156,0,0
33,0,4.741363816328151,0,0
34,0,4.734521664779752,0,0
19,2,2.820589856666546,0,0
34,0,4.373796296941799,0,0
43,0,4.926037429020076,0,0
16,0,3.875,0,0
20,0,3.8219280948873626,0,0
15,0,3.773557262275186,0,0
38,1,4.576617644908667,0,0
25,0,4.323856189774724,0,0
20,2,3.684183719779189,0,0
17,0,3.5724694587701356,0,0
38,0,4.984769618706744,0,0
34,1,4.675698135367987,0,0
29,0,4.444187891679296,0,0
40,0,4.784183719779189,0,0
21,0,4.070656113151928,0,0
16,0,3.875,0,0
30,1,4.7068905956085185,0,0
19,2,2.820589856666546,0,0
20,2,3.684183719779189,0,0
35,6,4.2430101595548555,0,0
25,0,4.563856189774724,0,0
20,2,3.684183719779189,0,0
16,0,3.577819531114783,0,0
19,2,2.820589856666546,0,0
20,2,3.684183719779189,0,0
20,2,3.684183719779189,0,0
19,0,3.9321380397593755,0,0
30,1,4.573557262275186,0,0
49,1,5.027875405295545,0,0
19,2,2.820589856666546,0,0
7,1,2.8073549220576037,0,0
36,0,4.704511459715549,0,0
11,0,2.845350936622437,0,0
17,0,3.9698157824268105,0,0
10,0,3.3219280948873626,0,0
46,1,4.969001629875993,0,0
26,0,4.315824333525708,0,0
35,6,4.2430101595548555,0,0
23,1,4.436605434317882,0,0
21,0,4.20184123230257,0,0
5,0,2.3219280948873626,0,0
17,0,3.5724694587701356,0,0
35,0,4.6505719454545815,0,0
41,2,4.66816999226466,0,0
6,1,2.584962500721156,0,0
25,0,4.213660689688186,0,0
45,4,4.324534762707879,0,0
43,2,4.815458649899996,0,0
35,6,4.2430101595548555,0,0
11,0,3.277613436819116,0,0
9,0,2.9477027792200903,0,0
16,0,3.625,0,0
34,1,4.454822399946607,0,0
19,2,2.820589856666546,0,0
22,0,4.061482186720776,0,0
46,1,4.778677988524613,0,0
7,0,2.8073549220576037,0,0
31,1,4.607264455478377,0,0
6,1,2.584962500721156,0,0
28,0,4.208966082694623,0,0
28,0,3.624518654958899,0,0
49,2,5.119512650105199,0,0
16,0,3.577819531114783,0,0
16,0,3.577819531114783,0,0
45,4,4.324534762707879,0,0
28,0,3.624518654958899,0,0
6,0,2.584962500721156,0,0
11,0,3.277613436819116,0,0
26,0,4.286790198827113,0,0
40,0,4.703055907333276,0,0
19,0,3.8268748818646383,0,0
36,1,4.781036112553424,0,0
42,1,4.850534387012964,0,0
24,0,4.334962500721156,0,0
21,1,4.011365041826379,0,0
45,4,4.324534762707879,0,0
17,0,3.5724694587701356,0,0
32,0,4.366729296672175,0,0
36,0,4.739097917988786,0,0
19,2,2.820589856666546,0,0
34,0,4.653495561774944,0,0
16,0,3.75,0,0
32,0,4.663909765557392,0,0
20,2,3.684183719779189,0,0
45,2,4.808411151837153,0,0
47,1,5.171610128273382,0,0
28,0,3.624518654958899,0,0
8,2,2.5,0,0
30,1,4.573557262275186,0,0
16,1,3.875,0,0
25,0,4.133660689688186,0,0
12,0,3.584962500721156,0,0
39,1,4.59259324428138,0,0
48,0,4.970175521464345,0,0
38,0,4.5567521843254175,0,0
60,4,4.818820387022781,0,0
19,2,2.820589856666546,0,0
20,2,3.684183719779189,0,0
14,0,3.807354922057604,0,0
20,1,4.084183719779189,0,0
60,4,4.818820387022781,0,0
49,3,4.900025150061047,0,0
29,1,4.444187891679296,0,0
43,1,4.589055452376516,0,0
16,1,3.875,0,0
20,2,3.684183719779189,0,0
16,0,3.577819531114783,0,0
42,0,4.993391529870107,0,0
26,0,4.315824333525708,0,0
6,0,2.584962500721156,0,0
37,0,4.702564514219127,0,0
48,1,5.136842188131012,0,0
19,0,3.9321380397593755,0,0
9,0,2.9477027792200903,0,0
44,1,5.033184175406309,0,0
17,0,3.8077635764171944,0,0
46,1,4.909112771133309,0,0
7,0,2.521640636343318,0,0
24,0,4.053508854797679,0,0
11,0,3.0957952550009344,0,0
16,1,3.875,0,0
19,0,3.4316235658474312,0,0
20,2,3.9219280948873623,0,0
20,0,4.1219280948873624,0,0
19,0,3.997670276487614,0,0
16,1,3.875,0,0
34,2,4.712319091186709,0,0
30,0,4.440223928941852,0,0
45,0,4.986188929614931,0,0
19,0,3.4316235658474312,0,0
33,1,4.392582755590971,0,0
18,1,3.7254805569978684,0,0
43,0,4.757546440698296,0,0
20,0,3.8219280948873626,0,0
20,2,3.684183719779189,0,0
38,1,4.8795064608120065,0,0
7,0,2.521640636343318,0,0
19,0,3.9321380397593755,0,0
45,1,4.924969207344632,0,0
5,0,2.3219280948873626,0,0
35,6,4.2430101595548555,0,0
8,0,3.0,0,0
60,4,4.818820387022781,0,0
24,1,4.41829583405449,0,0
5,1,2.3219280948873626,0,0
25,0,4.243856189774725,0,0
16,0,3.577819531114783,0,0
28,0,3.624518654958899,0,0
20,0,4.1219280948873624,0,0
12,0,3.4182958340544896,0,0
7,0,2.8073549220576037,0,0
28,0,3.624518654958899,0,0
49,0,5.134918517496291,0,0
8,1,3.0,0,0
27,1,4.310443057719024,0,0
19,0,3.4316235658474312,0,0
39,0,4.804507667524724,0,0
20,0,3.8219280948873626,0,0
19,2,2.820589856666546,0,0
45,0,4.969413651789076,0,0
30,1,4.456564762130954,0,0
28,0,4.664497779200461,0,0
40,1,4.903055907333275,0,0
35,6,4.2430101595548555,0,0
17,0,3.5724694587701356,0,0
23,0,4.1757358691004915,0,0
6,0,2.584962500721156,0,0
16,1,3.875,0,0
37,1,4.6281080952417355,0,0
42,3,4.594465636961453,0,0
48,0,5.110902344426084,0,0
20,2,3.684183719779189,0,0
20,2,3.684183719779189,0,0
19,2,2.820589856666546,0,0
35,6,4.2430101595548555,0,0
20,2,3.684183719779189,0,0
9,0,2.9477027792200903,0,0
16,0,3.875,0,0
28,0,3.624518654958899,0,0
16,0,4.0,0,0
30,0,4.481727678869737,0,0
43,1,4.833014173206123,0,0
45,4,4.324534762707879,0,0
5,0,2.3219280948873626,0,0
18,0,3.9477027792200903,0,0
21,0,4.20184123230257,0,0
19,2,2.820589856666546,0,0
46,0,5.028890488618677,0,0
15,0,3.773557262275186,0,0
11,0,3.277613436819116,0,0
48,1,4.881328385912462,0,0
24,1,4.334962500721156,0,0
13,0,3.180832987205441,0,0
47,0,4.724385660004151,0,0
6,0,2.584962500721156,0,0
43,1,4.704879870779915,0,0
27,0,4.458591205867172,0,0
34,1,4.793345194191517,0,0
27,1,4.356558335416674,0,0
12,0,3.4182958340544896,0,0
9,0,2.9477027792200903,0,0
